sales_key,order_id,order_date_key,ship_date_key,customer_key,product_key,location_key,ship_mode_key,sales,quantity,discount,profit
28,US-2015-150630,20200917,20200921,739,49,484,4,3083.43,7,0.5,-1665.0522
29,US-2015-150630,20200917,20200921,739,656,484,4,9.618,2,0.7,-7.0532
30,US-2015-150630,20200917,20200921,739,311,484,4,124.2,3,0.2,15.525
31,US-2015-150630,20200917,20200921,739,861,484,4,3.264,2,0.2,1.1016
32,US-2015-150630,20200917,20200921,739,611,484,4,86.304,6,0.2,9.70919999999999
33,US-2015-150630,20200917,20200921,739,696,484,4,6.858,6,0.7,-5.715
34,US-2015-150630,20200917,20200921,739,527,484,4,15.76,2,0.2,3.546
35,CA-2017-107727,20221019,20221023,483,1035,548,3,29.472,3,0.2,9.9468
36,CA-2016-117590,20211208,20211210,301,1862,566,1,1097.544,7,0.2,123.4737
37,CA-2016-117590,20211208,20211210,301,266,566,1,190.92,5,0.6,-147.963
38,CA-2015-117415,20201227,20201231,705,876,546,4,113.328,9,0.2,35.415
39,CA-2015-117415,20201227,20201231,705,21,546,4,532.3992,3,0.32,-46.9764
40,CA-2015-117415,20201227,20201231,705,121,546,4,212.058,3,0.3,-15.147
41,CA-2015-117415,20201227,20201231,705,1697,546,4,371.168,4,0.2,41.7564
42,CA-2017-120999,20220910,20220915,453,1831,225,4,147.168,4,0.2,16.5564
43,CA-2016-101343,20210717,20210722,618,1395,69,4,77.88,2,0.0,3.89399999999999
44,CA-2017-139619,20220919,20220923,279,1388,168,4,95.616,2,0.2,9.56160000000001
45,CA-2016-118255,20210311,20210313,580,1463,331,1,45.98,2,0.0,19.7714
46,CA-2016-118255,20210311,20210313,580,768,331,1,17.46,2,0.0,8.2062
47,CA-2014-146703,20191020,20191025,604,1353,327,3,211.96,4,0.0,8.47839999999999
48,CA-2016-169194,20210620,20210625,462,1521,147,4,45.0,3,0.0,4.95
49,CA-2016-169194,20210620,20210625,462,1826,147,4,21.8,2,0.0,6.104
50,CA-2015-115742,20200418,20200422,230,823,250,4,38.22,6,0.0,17.9634
51,CA-2015-115742,20200418,20200422,230,981,250,4,75.18,6,0.0,35.3346
52,CA-2015-115742,20200418,20200422,230,193,250,4,6.16,2,0.0,2.9568
53,CA-2015-115742,20200418,20200422,230,101,250,4,89.99,1,0.0,17.0981
54,CA-2016-105816,20211211,20211217,391,905,407,4,15.26,7,0.0,6.2566
55,CA-2016-105816,20211211,20211217,391,1770,407,4,1029.95,5,0.0,298.6855
56,CA-2016-111682,20210617,20210618,732,1307,413,1,208.56,6,0.0,52.14
57,CA-2016-111682,20210617,20210618,732,1111,413,1,32.4,5,0.0,15.552
58,CA-2016-111682,20210617,20210618,732,116,413,1,319.41,5,0.1,7.09800000000001
59,CA-2016-111682,20210617,20210618,732,1062,413,1,14.56,2,0.0,6.9888
60,CA-2016-111682,20210617,20210618,732,1521,413,1,30.0,2,0.0,3.3
61,CA-2016-111682,20210617,20210618,732,693,413,1,48.48,4,0.2,16.362
62,CA-2016-111682,20210617,20210618,732,532,413,1,1.68,1,0.0,0.84
63,CA-2015-135545,20201124,20201130,439,1589,64,4,13.98,2,0.0,6.1512
64,CA-2015-135545,20201124,20201130,439,678,64,4,25.824,6,0.2,9.3612
65,CA-2015-135545,20201124,20201130,439,1238,64,4,146.73,3,0.0,68.9631
66,CA-2015-135545,20201124,20201130,439,154,64,4,79.76,4,0.0,22.3328
67,US-2015-164175,20200430,20200505,610,66,213,4,213.115,5,0.3,-15.2225
68,CA-2014-106376,20191205,20191210,107,558,12,4,1113.024,8,0.2,111.3024
69,CA-2014-106376,20191205,20191210,107,1786,12,4,167.968,4,0.2,62.988
70,CA-2016-119823,20210604,20210606,423,1051,595,1,75.88,2,0.0,35.6636
71,CA-2016-106075,20210918,20210923,330,833,405,4,4.616,1,0.2,1.731
72,CA-2017-114440,20220914,20220917,739,1277,314,3,19.05,3,0.0,8.763
73,US-2015-134026,20200426,20200502,357,57,512,4,831.936,8,0.2,-114.3912
74,US-2015-134026,20200426,20200502,357,268,512,4,97.04,2,0.2,1.213
75,US-2015-134026,20200426,20200502,357,1407,512,4,72.784,1,0.2,-18.196
76,US-2017-118038,20221209,20221211,419,810,546,1,1.248,3,0.8,-1.9344
77,US-2017-118038,20221209,20221211,419,148,546,1,9.708,3,0.6,-5.8248
78,US-2017-118038,20221209,20221211,419,1308,546,1,27.24,3,0.2,2.724
79,US-2014-147606,20191126,20191201,357,251,547,3,19.3,5,0.6,-14.475
80,CA-2016-127208,20210612,20210615,680,417,2,1,208.16,1,0.0,56.2032
81,CA-2016-127208,20210612,20210615,680,733,2,1,16.74,3,0.0,8.0352
82,CA-2014-139451,20191012,20191016,227,543,100,4,14.9,5,0.0,4.172
83,CA-2014-139451,20191012,20191016,227,1369,100,4,21.39,1,0.0,6.2031
84,CA-2015-149734,20200903,20200908,348,851,423,4,200.984,7,0.2,62.8075
85,US-2017-119662,20221113,20221116,178,1399,214,1,230.376,3,0.2,-48.9549
86,CA-2017-140088,20220528,20220530,604,64,492,3,301.96,2,0.0,33.2156
87,CA-2017-155558,20221026,20221102,593,1514,336,4,19.99,1,0.0,6.7966
88,CA-2017-155558,20221026,20221102,593,946,336,4,6.16,2,0.0,2.9568
89,CA-2016-159695,20210405,20210410,305,1392,548,3,158.368,7,0.2,13.8572
90,CA-2016-109806,20210917,20210922,407,633,67,4,20.1,3,0.0,6.633
91,CA-2016-109806,20210917,20210922,407,1831,67,4,73.584,2,0.2,8.2782
92,CA-2016-109806,20210917,20210922,407,1039,67,4,6.48,1,0.0,3.1104
93,CA-2015-149587,20200131,20200205,416,1208,334,3,12.96,2,0.0,6.2208
94,CA-2015-149587,20200131,20200205,416,273,334,3,53.34,3,0.0,16.5354
95,CA-2015-149587,20200131,20200205,416,753,334,3,32.96,2,0.0,16.1504
96,US-2017-109484,20221106,20221112,627,837,472,4,5.682,1,0.7,-3.788
97,CA-2017-161018,20221109,20221111,602,160,405,3,96.53,7,0.0,40.5426
98,CA-2017-157833,20220617,20220620,424,709,100,1,51.312,3,0.2,17.9592
99,CA-2016-149223,20210906,20210911,277,386,339,4,77.88,6,0.0,22.5852
100,CA-2016-158568,20210829,20210902,624,1211,213,4,64.624,7,0.2,22.6184
101,CA-2016-158568,20210829,20210902,624,1507,213,4,95.976,3,0.2,-10.7973
102,CA-2016-158568,20210829,20210902,624,744,213,4,1.788,3,0.8,-3.0396
103,CA-2016-129903,20211201,20211204,315,1247,336,3,23.92,4,0.0,11.7208
104,US-2015-156867,20201113,20201117,451,1501,122,4,238.896,6,0.2,-26.8758
105,US-2015-156867,20201113,20201117,451,284,122,4,102.36,3,0.2,-3.83850000000001
106,US-2015-156867,20201113,20201117,451,748,122,4,36.882,3,0.7,-25.8174
107,CA-2017-119004,20221123,20221128,390,1563,421,4,74.112,8,0.2,17.6016
108,CA-2017-119004,20221123,20221128,390,1792,421,4,27.992,1,0.2,2.0994
109,CA-2017-119004,20221123,20221128,390,483,421,4,3.304,1,0.2,1.0738
110,CA-2015-129476,20201015,20201020,582,1478,228,4,339.96,5,0.2,67.992
111,CA-2017-146780,20221225,20221230,184,203,408,4,41.96,2,0.0,10.9096
112,CA-2016-128867,20211103,20211110,153,482,262,4,75.96,2,0.0,22.788
113,CA-2016-128867,20211103,20211110,153,798,262,4,27.24,6,0.0,13.3476
114,CA-2014-115259,20190825,20190827,630,909,441,3,40.096,14,0.2,14.5348
115,CA-2014-115259,20190825,20190827,630,872,441,3,4.72,2,0.2,1.652
116,CA-2014-115259,20190825,20190827,630,1286,441,3,23.976,3,0.2,7.4925
117,CA-2014-115259,20190825,20190827,630,870,441,3,130.464,6,0.2,44.0316
118,CA-2015-110457,20200302,20200306,214,333,613,4,787.53,3,0.0,165.3813
119,US-2015-136476,20200405,20200410,298,780,502,4,157.794,1,0.7,-115.7156
120,CA-2016-103730,20210612,20210615,679,215,149,1,47.04,3,0.0,18.3456
121,CA-2016-103730,20210612,20210615,679,795,149,1,30.84,4,0.0,13.878
122,CA-2016-103730,20210612,20210615,679,1318,149,1,226.56,6,0.0,63.4368
123,CA-2016-103730,20210612,20210615,679,869,149,1,115.02,9,0.0,51.759
124,CA-2016-103730,20210612,20210615,679,1822,149,1,68.04,7,0.0,19.7316
125,US-2014-152030,20191226,20191228,16,119,546,3,600.558,3,0.3,-8.57940000000008
126,US-2014-134614,20190920,20190925,590,370,208,4,617.7,6,0.5,-407.682
127,US-2017-107272,20221105,20221112,768,767,16,4,2.388,2,0.7,-1.8308
128,US-2017-107272,20221105,20221112,768,1383,16,4,243.992,7,0.2,30.499
129,US-2016-125969,20211106,20211110,473,66,64,3,81.424,2,0.2,-9.1602
130,US-2016-125969,20211106,20211110,473,271,64,3,238.56,3,0.0,26.2416
131,US-2017-164147,20220202,20220205,243,1763,441,1,59.97,5,0.4,-11.994
132,US-2017-164147,20220202,20220205,243,1169,441,1,78.304,2,0.2,29.364
133,US-2017-164147,20220202,20220205,243,926,441,1,21.456,9,0.2,6.9732
134,CA-2016-145583,20211013,20211019,452,1130,90,4,20.04,3,0.0,9.6192
135,CA-2016-145583,20211013,20211019,452,1122,90,4,35.44,1,0.0,16.6568
136,CA-2016-145583,20211013,20211019,452,507,90,4,11.52,4,0.0,3.456
137,CA-2016-145583,20211013,20211019,452,930,90,4,4.02,2,0.0,1.9698
138,CA-2016-145583,20211013,20211019,452,838,90,4,76.176,3,0.2,26.6616
139,CA-2016-145583,20211013,20211019,452,1431,90,4,65.88,6,0.0,18.4464
140,CA-2016-145583,20211013,20211019,452,193,90,4,43.12,14,0.0,20.6976
141,CA-2016-110366,20210905,20210907,350,311,484,3,82.8,2,0.2,10.35
142,CA-2017-106180,20220918,20220923,692,501,100,4,8.82,3,0.0,2.3814
143,CA-2017-106180,20220918,20220923,692,892,100,4,10.86,3,0.0,5.1042
144,CA-2017-106180,20220918,20220923,692,1260,100,4,143.7,3,0.0,68.976
145,CA-2017-155376,20221222,20221227,688,397,347,4,839.43,3,0.0,218.2518
146,CA-2015-110744,20200907,20200912,318,1399,81,4,671.93,7,0.0,20.1579
147,CA-2014-110072,20191022,20191028,504,157,456,4,93.888,4,0.2,12.9096
148,CA-2016-114489,20211205,20211209,358,1689,621,4,384.45,11,0.0,103.8015
149,CA-2016-114489,20211205,20211209,358,1724,621,4,149.97,3,0.0,5.99879999999998
150,CA-2016-114489,20211205,20211209,358,56,621,4,1951.84,8,0.0,585.552
151,CA-2016-114489,20211205,20211209,358,746,621,4,171.55,5,0.0,80.6285
152,CA-2016-158834,20210313,20210316,774,385,17,1,157.92,5,0.2,17.766
153,CA-2016-158834,20210313,20210316,774,1716,17,1,203.184,2,0.2,15.2388
154,CA-2015-124919,20200531,20200602,709,1142,102,1,58.38,7,0.0,26.271
155,CA-2015-124919,20200531,20200602,709,1163,102,1,105.52,4,0.0,48.5392
156,CA-2015-124919,20200531,20200602,709,1351,102,1,80.88,6,0.0,21.0288
157,CA-2015-118948,20200528,20200603,567,523,614,4,6.63,3,0.0,1.7901
158,CA-2014-104269,20190301,20190306,191,119,615,3,457.568,2,0.2,51.4763999999999
159,CA-2016-114104,20211120,20211124,572,980,462,4,14.62,2,0.0,6.8714
160,CA-2016-114104,20211120,20211124,572,1845,462,4,944.93,7,0.0,236.2325
161,CA-2016-162733,20210511,20210512,770,1187,68,1,5.98,1,0.0,2.691
162,CA-2015-119697,20201228,20201231,270,1568,483,3,54.384,2,0.2,1.3596
163,CA-2016-154508,20211116,20211120,636,866,390,4,28.4,5,0.0,13.348
164,CA-2016-113817,20211107,20211111,517,802,615,4,27.68,2,0.2,9.688
165,CA-2014-139892,20190908,20190912,91,619,569,4,9.936,3,0.2,2.7324
166,CA-2014-139892,20190908,20190912,91,1625,569,4,8159.952,8,0.4,-1359.992
167,CA-2014-139892,20190908,20190912,91,1326,569,4,275.928,3,0.2,-58.6347
168,CA-2014-139892,20190908,20190912,91,122,569,4,1740.06,9,0.3,-24.8580000000002
169,CA-2014-139892,20190908,20190912,91,557,569,4,32.064,6,0.2,6.8136
170,CA-2014-139892,20190908,20190912,91,429,569,4,177.98,5,0.8,-453.849
171,CA-2014-139892,20190908,20190912,91,1824,569,4,143.976,3,0.2,8.99850000000001
172,CA-2014-118962,20190805,20190809,174,1065,64,4,20.94,3,0.0,9.8418
173,CA-2014-118962,20190805,20190809,174,1086,64,4,110.96,2,0.0,53.2608
174,CA-2014-118962,20190805,20190809,174,112,64,4,340.144,7,0.2,21.259
175,US-2014-100853,20190914,20190919,341,394,214,4,52.448,2,0.8,-131.12
176,US-2014-100853,20190914,20190919,341,986,214,4,20.16,4,0.2,6.552
177,US-2017-152366,20220421,20220425,697,434,545,3,97.264,4,0.8,-243.16
178,US-2015-101511,20201121,20201123,357,129,456,3,396.802,7,0.3,-11.3371999999999
179,US-2015-101511,20201121,20201123,357,1436,456,3,15.88,5,0.2,-3.7715
180,CA-2015-137225,20201215,20201219,380,536,405,4,3.28,1,0.0,1.4104
181,CA-2014-166191,20191205,20191209,215,1393,217,3,24.816,2,0.2,1.8612
182,CA-2014-166191,20191205,20191209,215,1590,217,3,408.744,7,0.2,76.6395
183,CA-2014-158274,20191119,20191124,650,1805,281,3,503.96,4,0.0,131.0296
184,CA-2014-158274,20191119,20191124,650,1855,281,3,149.95,5,0.0,41.986
185,CA-2014-158274,20191119,20191124,650,1528,281,3,29.0,2,0.0,7.25
186,CA-2016-105018,20211128,20211202,698,715,139,4,7.16,2,0.0,3.4368
187,CA-2014-123260,20190826,20190830,288,1525,66,4,176.8,8,0.0,22.984
188,CA-2016-157000,20210716,20210722,41,1337,541,4,37.224,3,0.2,3.7224
189,CA-2016-157000,20210716,20210722,41,1142,541,4,20.016,3,0.2,6.255
190,CA-2015-102281,20201012,20201014,533,23,408,1,899.136,4,0.2,112.392
191,CA-2015-102281,20201012,20201014,533,1731,408,1,71.76,6,0.0,20.0928
192,CA-2015-102281,20201012,20201014,533,1018,408,1,51.84,8,0.0,24.8832
193,CA-2015-102281,20201012,20201014,533,21,408,1,626.352,3,0.2,46.9764
194,CA-2015-102281,20201012,20201014,533,586,408,1,19.9,5,0.0,6.567
195,CA-2015-131457,20201031,20201106,552,861,86,4,14.28,7,0.0,6.7116
196,CA-2014-140004,20190321,20190325,126,626,447,4,7.408,2,0.2,1.2038
197,CA-2014-140004,20190321,20190325,126,610,447,4,6.048,3,0.2,1.5876
198,CA-2017-107720,20221106,20221113,781,1339,388,4,46.26,3,0.0,12.0276
199,US-2017-124303,20220706,20220713,286,654,482,4,2.946,2,0.7,-2.2586
200,US-2017-124303,20220706,20220713,286,1186,482,4,16.056,3,0.2,5.8203
201,CA-2017-105074,20220624,20220629,485,1181,437,4,21.744,3,0.2,6.795
202,CA-2014-133690,20190803,20190805,109,368,126,1,218.75,2,0.5,-161.875
203,CA-2014-133690,20190803,20190805,109,451,126,1,2.6,1,0.2,0.2925
204,US-2017-116701,20221217,20221221,456,445,534,3,66.284,2,0.8,-178.9668
205,CA-2017-126382,20220603,20220607,327,243,506,4,35.168,7,0.2,9.6712
206,CA-2017-108329,20221209,20221214,459,1747,118,4,444.768,4,0.2,44.4768
207,CA-2017-135860,20221201,20221207,372,1311,323,4,83.92,4,0.0,5.87439999999999
208,CA-2017-135860,20221201,20221207,372,1738,323,4,131.98,2,0.0,35.6346
209,CA-2017-135860,20221201,20221207,372,767,323,4,15.92,4,0.0,7.4824
210,CA-2017-135860,20221201,20221207,372,903,323,4,52.29,9,0.0,16.2099
211,CA-2017-135860,20221201,20221207,372,1347,323,4,91.99,1,0.0,3.67959999999999
212,CA-2015-101007,20200209,20200213,542,1491,534,3,20.8,2,0.2,6.5
213,CA-2015-146262,20200102,20200109,787,1008,454,4,23.68,2,0.2,8.88
214,CA-2015-146262,20200102,20200109,787,47,454,4,452.45,5,0.5,-244.323
215,CA-2015-146262,20200102,20200109,787,1792,454,4,62.982,3,0.4,-14.6958
216,CA-2015-146262,20200102,20200109,787,1626,454,4,1188.0,9,0.7,-950.4
217,CA-2015-146262,20200102,20200109,787,1461,454,4,89.584,2,0.2,4.47920000000001
218,CA-2016-130162,20211028,20211101,371,1337,66,4,93.06,6,0.0,26.0568
219,CA-2016-130162,20211028,20211101,371,1777,66,4,302.376,3,0.2,22.6782
220,CA-2015-169397,20201224,20201227,342,907,443,1,5.584,2,0.2,1.8148
221,CA-2015-169397,20201224,20201227,342,1244,443,1,22.704,6,0.2,8.2302
222,CA-2015-169397,20201224,20201227,342,753,443,1,19.776,4,0.7,-13.8432
223,CA-2015-169397,20201224,20201227,342,141,443,1,72.704,4,0.2,19.0848
224,CA-2015-169397,20201224,20201227,342,1633,443,1,479.988,4,0.7,-383.9904
225,CA-2015-169397,20201224,20201227,342,540,443,1,27.168,2,0.2,2.7168
226,CA-2015-163055,20200809,20200816,237,503,310,4,2.2,1,0.0,0.968
227,CA-2015-163055,20200809,20200816,237,359,310,4,622.45,5,0.0,136.939
228,CA-2015-163055,20200809,20200816,237,1372,310,4,21.98,1,0.0,0.219799999999999
229,US-2015-145436,20200228,20200304,777,132,505,4,161.568,2,0.2,-28.2744
230,US-2015-145436,20200228,20200304,777,124,505,4,389.696,8,0.2,43.8408
231,US-2014-156216,20190913,20190917,246,707,421,4,18.648,7,0.7,-12.432
232,US-2017-100930,20220407,20220412,178,332,187,4,233.86,2,0.45,-102.048
233,US-2017-100930,20220407,20220412,178,356,187,4,620.6145,3,0.45,-248.2458
234,US-2017-100930,20220407,20220412,178,707,187,4,5.328,2,0.7,-3.552
235,US-2017-100930,20220407,20220412,178,285,187,4,258.072,3,0.2,0.0
236,US-2017-100930,20220407,20220412,178,1570,187,4,617.976,3,0.2,-7.7247000000001
237,CA-2017-160514,20221112,20221116,192,1172,107,4,10.56,2,0.0,4.752
238,CA-2016-157749,20210604,20210609,435,1215,213,3,25.92,5,0.2,9.396
239,CA-2016-157749,20210604,20210609,435,159,213,3,419.68,5,0.6,-356.728
240,CA-2016-157749,20210604,20210609,435,298,213,3,11.688,3,0.6,-4.6752
241,CA-2016-157749,20210604,20210609,435,1680,213,3,31.984,2,0.2,11.1944
242,CA-2016-157749,20210604,20210609,435,345,213,3,177.225,5,0.5,-120.513
243,CA-2016-157749,20210604,20210609,435,227,213,3,4.044,3,0.6,-2.8308
244,CA-2016-157749,20210604,20210609,435,626,213,3,7.408,2,0.2,1.2038
245,CA-2014-131926,20190601,20190606,241,119,332,3,2001.86,7,0.0,580.5394
246,CA-2014-131926,20190601,20190606,241,1363,332,3,166.72,2,0.0,41.68
247,CA-2014-131926,20190601,20190606,241,1250,332,3,47.88,6,0.0,23.94
248,CA-2014-131926,20190601,20190606,241,440,332,3,1503.25,5,0.0,496.0725
249,CA-2014-131926,20190601,20190606,241,1018,332,3,25.92,4,0.0,12.4416
250,CA-2016-154739,20211210,20211215,464,100,98,3,321.568,2,0.2,28.1372
251,CA-2016-145625,20210911,20210917,421,1272,96,4,7.61,1,0.0,3.5767
252,CA-2016-145625,20210911,20210917,421,1570,96,4,3347.37,13,0.0,636.0003
253,CA-2016-146941,20211210,20211213,220,1332,407,1,80.58,6,0.0,22.5624
254,CA-2016-146941,20211210,20211213,220,885,407,1,361.92,4,0.0,162.864
255,US-2015-159982,20201128,20201204,234,227,214,4,12.132,9,0.6,-8.4924
256,US-2015-159982,20201128,20201204,234,1416,214,4,82.368,2,0.2,-19.5624
257,US-2015-159982,20201128,20201204,234,1351,214,4,53.92,5,0.2,4.044
258,US-2015-159982,20201128,20201204,234,1734,214,4,647.904,6,0.2,56.6916
259,CA-2017-163139,20221201,20221203,137,1465,405,3,20.37,3,0.0,6.9258
260,CA-2017-163139,20221201,20221203,137,1381,405,3,221.55,3,0.0,6.64650000000002
261,CA-2017-163139,20221201,20221203,137,775,405,3,17.52,5,0.2,6.132
262,US-2017-155299,20220608,20220612,244,419,561,4,1.624,2,0.8,-4.466
263,US-2014-106992,20190919,20190921,667,1625,545,3,3059.982,3,0.4,-509.997000000001
264,US-2014-106992,20190919,20190921,667,1660,545,3,2519.958,7,0.4,-251.9958
265,CA-2016-125318,20210606,20210613,629,1723,213,4,328.224,4,0.2,28.7196
266,CA-2015-155040,20201110,20201115,32,1583,35,4,79.9,2,0.0,35.156
267,CA-2017-136826,20220616,20220620,128,589,420,4,14.016,3,0.2,4.7304
268,CA-2016-111010,20210122,20210128,593,935,380,4,7.56,6,0.0,0.3024
269,US-2017-145366,20221209,20221213,124,1408,439,4,37.208,1,0.2,-7.4416
270,US-2017-145366,20221209,20221213,124,895,439,4,57.576,3,0.2,21.591
271,CA-2017-163979,20221228,20230102,433,1386,99,3,725.84,4,0.0,210.4936
272,CA-2015-155334,20200730,20200731,318,1567,98,1,209.93,7,0.0,92.3692
273,CA-2015-155334,20200730,20200731,318,254,98,1,5.28,3,0.0,2.3232
274,CA-2015-155334,20200730,20200731,318,742,98,1,10.92,3,0.2,4.095
275,CA-2017-118136,20220916,20220917,65,1179,54,1,8.82,2,0.0,4.0572
276,CA-2017-118136,20220916,20220917,65,518,54,1,5.98,1,0.0,1.5548
277,CA-2017-132976,20221013,20221017,23,1066,484,4,11.648,2,0.2,4.0768
278,CA-2017-132976,20221013,20221017,23,1268,484,4,18.176,4,0.2,5.9072
279,CA-2017-132976,20221013,20221017,23,1320,484,4,59.712,6,0.2,5.9712
280,CA-2017-132976,20221013,20221017,23,973,484,4,24.84,3,0.2,8.694
281,US-2015-161991,20200926,20200928,679,844,547,3,2.08,5,0.8,-3.432
282,US-2015-161991,20200926,20200928,679,1740,547,3,1114.4,7,0.2,376.11
283,CA-2015-130890,20201102,20201106,398,350,64,4,1038.84,5,0.2,51.942
284,CA-2015-130883,20200926,20201002,739,1049,472,4,141.76,5,0.2,47.844
285,CA-2015-130883,20200926,20201002,739,1512,472,4,239.8,5,0.2,47.96
286,CA-2015-130883,20200926,20201002,739,1252,472,4,31.104,6,0.2,10.8864
287,CA-2016-112697,20211218,20211220,31,666,186,3,254.058,7,0.7,-169.372
288,CA-2016-112697,20211218,20211220,31,434,186,3,194.528,2,0.2,24.316
289,CA-2016-112697,20211218,20211220,31,1425,186,3,961.48,5,0.2,-204.3145
290,CA-2016-110772,20211120,20211124,579,929,441,3,19.096,7,0.2,6.6836
291,CA-2016-110772,20211120,20211124,579,1012,441,3,18.496,8,0.2,6.2424
292,CA-2016-110772,20211120,20211124,579,1515,441,3,255.984,2,0.2,54.3966
293,CA-2016-110772,20211120,20211124,579,48,441,3,86.97,3,0.5,-48.7032
294,CA-2014-111451,20191226,20191228,434,291,124,1,300.416,8,0.2,78.8592
295,CA-2014-111451,20191226,20191228,434,78,124,1,230.352,3,0.2,20.1558
296,CA-2014-111451,20191226,20191228,434,241,124,1,218.352,3,0.2,-24.5646
297,CA-2014-111451,20191226,20191228,434,830,124,1,78.6,5,0.7,-62.88
298,CA-2014-111451,20191226,20191228,434,942,124,1,27.552,3,0.2,9.2988
299,CA-2016-142545,20211028,20211103,350,1152,373,4,32.4,5,0.0,15.552
300,CA-2016-142545,20211028,20211103,350,1380,373,4,1082.48,8,0.0,10.8248000000001
301,CA-2016-142545,20211028,20211103,350,1256,373,4,56.91,3,0.0,27.3168
302,CA-2016-142545,20211028,20211103,350,198,373,4,77.6,4,0.0,38.024
303,CA-2016-142545,20211028,20211103,350,745,373,4,14.28,1,0.0,6.5688
304,US-2017-152380,20221119,20221123,371,344,214,4,219.075,3,0.5,-131.445
305,CA-2015-144253,20200504,20200509,55,233,407,3,26.8,2,0.0,12.864
306,CA-2014-130960,20191230,20200104,419,591,325,4,9.84,3,0.0,2.8536
307,CA-2014-111003,20190601,20190606,168,677,378,4,45.48,3,0.0,20.9208
308,CA-2014-111003,20190601,20190606,168,545,378,4,289.2,6,0.0,83.868
309,CA-2017-126774,20220415,20220417,693,561,587,1,4.89,1,0.0,2.0049
310,CA-2016-142902,20210912,20210914,102,202,121,3,15.136,4,0.2,3.5948
311,CA-2016-142902,20210912,20210914,102,120,121,3,466.768,2,0.2,52.5114
312,CA-2016-142902,20210912,20210914,102,195,121,3,15.232,1,0.2,1.7136
313,CA-2016-142902,20210912,20210914,102,956,121,3,6.264,3,0.2,2.0358
314,CA-2014-120887,20190927,20191003,763,189,377,4,87.54,3,0.0,37.6422
315,CA-2014-167850,20190809,20190816,24,1768,183,4,178.384,2,0.2,22.298
316,CA-2014-167850,20190809,20190816,24,1140,183,4,15.552,3,0.2,5.4432
317,CA-2014-164259,20191228,20191230,710,578,485,1,99.136,4,0.2,8.6744
318,CA-2014-164973,20191104,20191109,569,93,407,4,135.882,1,0.1,24.1568
319,CA-2014-164973,20191104,20191109,569,1648,407,4,3991.98,2,0.0,1995.99
320,CA-2014-164973,20191104,20191109,569,1831,407,4,275.94,6,0.0,80.0226
321,CA-2014-164973,20191104,20191109,569,1480,407,4,360.0,4,0.0,129.6
322,CA-2014-164973,20191104,20191109,569,1383,407,4,43.57,1,0.0,13.071
323,CA-2014-156601,20190919,20190924,280,910,63,4,7.16,2,0.0,3.58
324,CA-2016-162138,20210423,20210427,303,830,52,4,251.52,6,0.2,81.744
325,CA-2016-162138,20210423,20210427,303,1511,52,4,99.99,1,0.0,34.9965
326,CA-2017-153339,20221103,20221105,209,206,513,3,15.992,1,0.2,0.999499999999999
327,US-2016-141544,20210830,20210901,603,1817,485,1,290.898,3,0.4,-67.8762
